Creature,RIDER,,,,,,,,,,,,,
Index,13,,,,,,,,,,,,,
Skeleton,Character\SUM.skel,,,,,,,,,,,,,

Style,Action,Index,Animation,Start_Inter,End_Inter,TimeLength,Swing,Strike,Timing,Split,Timing2,Freeze,Effect,CancelTime
0,STAND,0,Character\Summoner\Motion\SUM_RID_FOX_STAND_01.anim,5,1,3,0,0,0,0,0,0,0,0
0,STAND,1,Character\Summoner\Motion\SUM_RID_FOX_STAND_01.anim,5,1,3,0,0,0,0,0,0,0,0
0,STAND,2,Character\Summoner\Motion\SUM_RID_FOX_STAND_01.anim,5,1,3,0,0,0,0,0,0,0,0
0,STAND,3,Character\Summoner\Motion\SUM_RID_FOX_STAND_01.anim,5,1,3,0,0,0,0,0,0,0,0
0,MOVE,0,Character\Summoner\Motion\SUM_RID_FOX_WALK_01.anim,5,1,1.3,0,0,0,0,0,0,0,0
0,MOVE,1,Character\Summoner\Motion\SUM_RID_FOX_CRUN_01.anim,5,1,1,0,0,0,0,0,0,0,0
0,GUARDING,0,Character\Summoner\Motion\SUM_RID_FOX_P3_01.anim,4,1,0.5,0,0,0,0,0,0,0,0
0,GUARDING,1,Character\Summoner\Motion\SUM_RID_FOX_P3_01.anim,4,1,0.5,0,0,0,0,0,0,0,0
0,GUARDING,2,Character\Summoner\Motion\SUM_RID_FOX_P3_01.anim,4,1,0.5,0,0,0,0,0,0,0,0
0,DEFEAT,0,Character\Summoner\Motion\SUM_RID_FOX_P3_01.anim,4,1,0.5,0,0,0,0,0,0,0,0
1,STAND,0,Character\Summoner\Motion\SUM_RID_FOX_STAND_01.anim,5,1,3,0,0,0,0,0,0,0,0
1,STAND,1,Character\Summoner\Motion\SUM_RID_FOX_STAND_01.anim,5,1,3,0,0,0,0,0,0,0,0
1,MOVE,0,Character\Summoner\Motion\SUM_RID_FOX_WALK_01.anim,5,1,1.3,0,0,0,0,0,0,0,0
1,MOVE,1,Character\Summoner\Motion\SUM_RID_FOX_CRUN_01.anim,5,1,1,0,0,0,0,0,0,0,0
1,BLOCKING,0,Character\Summoner\Motion\SUM_RID_FOX_P3_01.anim,4,1,0.5,0,0,0,0,0,0,0,0
1,BLOCKED,0,Character\Summoner\Motion\SUM_RID_FOX_P3_01.anim,4,1,0.5,0,0,0,0,0,0,0,0
1,DEFEAT,0,Character\Summoner\Motion\SUM_RID_FOX_P3_01.anim,4,1,0.5,0,0,0,0,0,0,0,0
1,DEFEAT,1,Character\Summoner\Motion\SUM_RID_FOX_P3_01.anim,4,1,0.5,0,0,0,0,0,0,0,0
1,DEFEAT,2,Character\Summoner\Motion\SUM_RID_FOX_P3_01.anim,4,1,0.5,0,0,0,0,0,0,0,0
1,DEFEAT,3,Character\Summoner\Motion\SUM_RID_FOX_P3_01.anim,4,1,0.5,0,0,0,0,0,0,0,0
1,GUARDING,0,Character\Summoner\Motion\SUM_RID_FOX_P3_01.anim,4,1,0.5,0,0,0,0,0,0,0,0
1,GUARDING,1,Character\Summoner\Motion\SUM_RID_FOX_P3_01.anim,4,1,0.5,0,0,0,0,0,0,0,0
1,GUARDING,2,Character\Summoner\Motion\SUM_RID_FOX_P3_01.anim,4,1,0.5,0,0,0,0,0,0,0,0
2,STAND,0,Character\Summoner\Motion\SUM_RID_FOX_STAND_01.anim,5,1,3,0,0,0,0,0,0,0,0
